Source,Target,Weight
JACKS,JAIME,2.0
JAQEN,YOREN,2.0
JOFFREY,MATTHOS,2.0
JOFFREY,SHAE,12.0
JORAH,MALAKKO,2.0
KEVAN,STANNIS,2.0
KOVARRO,SPICE_KING,2.0
LANCEL,SHAE,2.0
LANCEL,TOMMEN,2.0
LITTLEFINGER,MYRCELLA,2.0
LORAS,MELISANDRE,2.0
LORAS,ROBB,2.0
LORAS,TOMMEN,25.0
MARGAERY,STANNIS,2.0
MARGAERY,TYWIN,12.0
MATTHOS,ROBERT,2.0
MERYN_TRANT,TOMMEN,2.0
MHAEGEN,ROS,2.0
MYRCELLA,ROBERT,2.0
MYRCELLA,TRYSTANE,26.0
POLLIVER,TYWIN,2.0
PROTESTER,TYRION,2.0
QUAITHE,XARO,2.0
RAMSAY,ROOSE_BOLTON,122.0
RENNICK,ROBB,2.0
RHAENYS,VISENYA,2.0
RICKARD_KARSTARK,ROOSE_BOLTON,11.0
RICKARD_KARSTARK,TALISA,5.0
RICKON,RODRIK,2.0
ROBERT,THEON,2.0
SEPTON,TALISA,2.0
SILK_KING,SPICE_KING,2.0
TALISA,TORRHEN,2.0
THEON,TORRHEN,2.0
TRYSTANE,TYRION,2.0
RAMSAY,THEON,235.0
DAENERYS,MISSANDEI,221.0
BRAN,JOJEN,107.0
ARYA,THOROS,63.0
MARGAERY,SANSA,71.0
JAIME,LOCKE,59.0
BARRISTAN,JORAH,91.0
KRAZNYS_MO_NAKLOZ,MISSANDEI,54.0
JAIME,QYBURN,90.0
DAVOS,GENDRY,111.0
EDMURE,ROBB,46.0
GENDRY,MELISANDRE,48.0
DAVOS,SHIREEN,103.0
OLENNA,VARYS,40.0
BARRISTAN,DAENERYS,107.0
JON,ORELL,37.0
DAARIO,DAENERYS,225.0
OLENNA,TYWIN,49.0
JON,TORMUND,286.0
MEERA,OSHA,34.0
ARYA,BERIC,51.0
CERSEI,MARGAERY,131.0
ORELL,YGRITTE,32.0
OLENNA,TYRION,40.0
OLENNA,SANSA,33.0
ORELL,TORMUND,30.0
BRAN,MEERA,148.0
JAIME,ROOSE_BOLTON,29.0
TORMUND,YGRITTE,58.0
BERIC,THOROS,66.0
JOJEN,OSHA,28.0
BRYNDEN,CATELYN,27.0
ANGUY,ARYA,26.0
BERIC,HOUND,148.0
CERSEI,OLENNA,87.0
JOJEN,MEERA,68.0
DAENERYS,KRAZNYS_MO_NAKLOZ,23.0
HODOR,JOJEN,44.0
ROOSE_BOLTON,WALDER,23.0
MYRANDA,VIOLET,22.0
MARGAERY,OLENNA,123.0
SELYSE,STANNIS,60.0
ANGUY,HOUND,20.0
ANGUY,THOROS,20.0
GENDRY,THOROS,34.0
DAENERYS,RADZAI_MO_ERAZ,19.0
JEOR,RAST,19.0
THEON,TORTURER,19.0
BRYNDEN,EDMURE,29.0
BRAN,SAM,63.0
BRYNDEN,ROBB,17.0
DAARIO,JORAH,104.0
DAARIO,MERO,17.0
HOUND,THOROS,99.0
DAENERYS,MERO,16.0
SHIREEN,STANNIS,70.0
BRIENNE,LOCKE,15.0
CATELYN,EDMURE,17.0
HODOR,MEERA,73.0
JAIME,STEELSHANKS_WALTON,14.0
MANCE,TORMUND,26.0
MELISANDRE,THOROS,16.0
CRASTER,KARL_TANNER,18.0
JORAH,MISSANDEI,44.0
MEERA,RICKON,13.0
MERO,PRENDAHL,13.0
DAENERYS,GREY_WORM,110.0
EDMURE,ROSLIN,12.0
GREY_WORM,JORAH,41.0
JOJEN,SAM,12.0
MARTYN,TALISA,12.0
MYRANDA,THEON,29.0
ROS,SHAE,12.0
THEON,VIOLET,12.0
ANGUY,BERIC,11.0
ANGUY,GENDRY,11.0
EDDISON_TOLLETT,RAST,11.0
LORAS,OLYVAR,26.0
EDMURE,WALDER,15.0
GILLY,MAESTER_AEMON,14.0
LOCKE,ROOSE_BOLTON,12.0
LORAS,OLENNA,25.0
MANCE,ORELL,10.0
TALISA,WALDER,10.0
BRIENNE,ROOSE_BOLTON,9.0
GENDRY,STANNIS,9.0
JOJEN,RICKON,9.0
LITTLE_SAM,GILLY,9.0
LITTLE_SAM,SAM,61.0
ROOSE_BOLTON,TYWIN,13.0
BLACK_WALDER,ROBB,8.0
BRYNDEN,ROOSE_BOLTON,8.0
BRYNDEN,TALISA,8.0
CRASTER,RAST,13.0
DAENERYS,PRENDAHL,8.0
EDMURE,TALISA,8.0
FARMER,JON,8.0
GILLY,MEERA,8.0
HODOR,SAM,8.0
JEOR,KARL_TANNER,10.0
JOFFREY,OLENNA,20.0
MEERA,SAM,8.0
MERYN_TRANT,TARYN_MANT,8.0
ROSLIN,WALDER,8.0
BARRISTAN,MISSANDEI,20.0
BERIC,GENDRY,24.0
DAARIO,MISSANDEI,32.0
DAARIO,PRENDAHL,7.0
EDMURE,LOTHAR,13.0
FARMER,TORMUND,7.0
BARRISTAN,DAARIO,20.0
BERIC,MELISANDRE,12.0
BRYNDEN,WALDER,11.0
CATELYN,JOYEUSE,6.0
DAARIO,GREY_WORM,40.0
FARMER,YGRITTE,6.0
HOT_PIE,THOROS,6.0
JAIME,RENLY,6.0
JORAH,MERO,6.0
MACE,OLENNA,20.0
MERO,MISSANDEI,6.0
ROBB,ROSLIN,6.0
ARYA,MELISANDRE,18.0
BARRISTAN,GREY_WORM,19.0
BLACK_WALDER,EDMURE,14.0
BLACK_WALDER,LOTHAR,20.0
BRYNDEN,RICKARD_KARSTARK,5.0
GENDRY,HOUND,49.0
HOSTER,ROBB,5.0
JOJEN,JON,7.0
JORAH,KRAZNYS_MO_NAKLOZ,5.0
JORAH,ROBERT,5.0
MARGAERY,TYRION,16.0
MARTYN,WILLEM_LANNISTER,5.0
BALON,RAMSAY,4.0
BRAN,ORELL,4.0
CATELYN,ROSLIN,4.0
CERSEI,TARYN_MANT,4.0
EDMURE,FREY_SEPTON,4.0
EDMURE,RICKARD_KARSTARK,4.0
FARMER,ORELL,4.0
GILLY,JOJEN,4.0
GREIZHEN,MISSANDEI,4.0
JOYEUSE,ROBB,4.0
JOYEUSE,TALISA,4.0
LOCKE,TYWIN,4.0
LORD_OF_BONES,MANCE,4.0
LORD_OF_BONES,TORMUND,16.0
LOTHAR,WALDER,13.0
MAREI,TYRION,6.0
MELISANDRE,ROBERT,4.0
QYBURN,ROOSE_BOLTON,4.0
QYBURN,TALISA,4.0
RAMSAY,YARA,11.0
ROSLIN,TALISA,4.0
SORCERER,VARYS,4.0
TARYN_MANT,TYRION,4.0
ANGUY,MELISANDRE,3.0
BERIC,MOUNTAIN,3.0
BLACK_WALDER,BRYNDEN,8.0
BLACK_WALDER,CATELYN,3.0
BRAN,GILLY,3.0
BRANDON_STARK,JOJEN,3.0
BRIENNE,SELWYN,8.0
BRYNDEN,LOTHAR,7.0
CRASTER,GRENN,7.0
DAENERYS,GREIZHEN,3.0
EDMURE,ROOSE_BOLTON,3.0
FARMER,JOJEN,3.0
GENDRY,ROBERT,14.0
GILLY,HODOR,3.0
GILLY,RANDYLL,11.0
HIGH_SEPTON,JOFFREY,8.0
HIGH_SEPTON,MARGAERY,7.0
HODOR,ORELL,3.0
JAIME,SELWYN,3.0
JOANNA,TYWIN,5.0
JOJEN,NED,3.0
JOJEN,ORELL,3.0
JON,OSHA,3.0
LITTLEFINGER,OLYVAR,5.0
LITTLEFINGER,SHAE,3.0
LOTHAR,ROBB,3.0
MACE,MARGAERY,19.0
MEERA,ORELL,3.0
MERRY,WALDER,3.0
MERYN_TRANT,PODRICK,3.0
MISSANDEI,PRENDAHL,3.0
MISSANDEI,RADZAI_MO_ERAZ,3.0
MOUNTAIN,ROBB,3.0
OLENNA,PODRICK,3.0
OLENNA,ROBERT,3.0
ORELL,OSHA,3.0
ORELL,RICKON,3.0
QYBURN,ROBB,3.0
RAMSAY,ROBB,5.0
RICKARD_KARSTARK,WILLEM_LANNISTER,3.0
ROBERT,THOROS,3.0
ROOSE_BOLTON,STEELSHANKS_WALTON,3.0
ROOSE_BOLTON,THEON,25.0
SORCERER,TYRION,3.0
AEGON,DAVOS,2.0
AEGON,SHIREEN,2.0
AERYS,JOFFREY,2.0
ANGUY,HOT_PIE,2.0
ARYA,ROOSE_BOLTON,2.0
BALERION,DAVOS,2.0
BALON,ROOSE_BOLTON,4.0
BARRISTAN,KRAZNYS_MO_NAKLOZ,2.0
BARRISTAN,RADZAI_MO_ERAZ,2.0
BERT,SHIREEN,2.0
BLACK_WALDER,JOYEUSE,2.0
BOROS,MERYN_TRANT,2.0
BRAN,FARMER,2.0
BRAN,TORMUND,6.0
BRAN,YGRITTE,2.0
BRONN,HIGH_SEPTON,2.0
BRONN,LORAS,2.0
BRONN,MARGAERY,2.0
BRONN,OLENNA,4.0
BRONN,TARYN_MANT,2.0
BRYNDEN,HOSTER,2.0
BRYNDEN,ROSLIN,2.0
CATELYN,LOTHAR,2.0
CERSEI,HIGH_SEPTON,15.0
DAREON,HOBB,2.0
DAVOS,RYLENE,2.0
DESMOND,ELDRICK,2.0
DESMOND,SANSA,2.0
DESMOND,TYRION,2.0
EDDISON_TOLLETT,KARL_TANNER,2.0
EDMURE,HOUND,2.0
EDMURE,JOYEUSE,2.0
EDMURE,MOUNTAIN,2.0
EDMURE,TYWIN,2.0
FARMER,HODOR,2.0
FARMER,MEERA,2.0
FARMER,OSHA,2.0
FARMER,RICKON,2.0
FREY_SEPTON,ROSLIN,2.0
FREY_SEPTON,WALDER,2.0
GILLY,RAST,2.0
GREIZHEN,JORAH,2.0
GREIZHEN,KRAZNYS_MO_NAKLOZ,2.0
GRENN,KARL_TANNER,2.0
GREY_WORM,MERO,2.0
GREY_WORM,MISSANDEI,183.0
HIGH_SEPTON,LORAS,2.0
HIGH_SEPTON,OLENNA,2.0
HIGH_SEPTON,PYCELLE,4.0
HIGH_SEPTON,SANSA,2.0
HIGH_SEPTON,TYRION,2.0
HIGH_SEPTON,TYWIN,2.0
HODOR,JON,2.0
HODOR,TORMUND,2.0
HODOR,YGRITTE,2.0
HOUND,ROOSE_BOLTON,2.0
JAIME,LORAS,18.0
JAIME,PYCELLE,7.0
JOJEN,TORMUND,2.0
JOJEN,YGRITTE,2.0
JON,MEERA,2.0
JON,QHORIN_HALFHAND,2.0
JON,RICKON,11.0
JORAH,PRENDAHL,2.0
JOYEUSE,ROSLIN,2.0
KARL_TANNER,RAST,15.0
KARL_TANNER,SAM,2.0
LITTLEFINGER,PODRICK,10.0
LOCKE,QYBURN,2.0
LOCKE,STEELSHANKS_WALTON,2.0
LORAS,SHAE,2.0
LOTHAR,ROSLIN,2.0
LOTHAR,TALISA,2.0
LYSA,TYWIN,2.0
LYSA,VARYS,2.0
MARGAERY,PYCELLE,4.0
MARTYN,ROBB,2.0
MEERA,TORMUND,2.0
MEERA,YGRITTE,2.0
MELISANDRE,SELYSE,51.0
MOUNTAIN,THOROS,2.0
MYRANDA,RAMSAY,55.0
NED,RICKARD_KARSTARK,2.0
NED,THOROS,2.0
OLENNA,PYCELLE,5.0
OLENNA,RENLY,2.0
OSHA,TORMUND,2.0
OSHA,YGRITTE,2.0
PODRICK,SANSA,35.0
QHORIN_HALFHAND,YGRITTE,2.0
QYBURN,SELWYN,2.0
QYBURN,TYWIN,2.0
RAMSAY,VIOLET,2.0
RENLY,TYWIN,2.0
RICKARD_KARSTARK,ROSLIN,2.0
RICKARD_KARSTARK,WALDER,2.0
RICKON,TORMUND,4.0
RICKON,YGRITTE,2.0
RYLENE,STANNIS,2.0
SALLADHOR,STANNIS,2.0
SELYSE,SHIREEN,27.0
STEELSHANKS_WALTON,TYWIN,2.0
TYRION,WALDER,2.0
TYWIN,WALDER,2.0
LYSA,SANSA,92.0
OBERYN,TYWIN,79.0
BRIENNE,PODRICK,251.0
OBERYN,TYRION,78.0
CERSEI,OBERYN,63.0
LITTLEFINGER,LYSA,58.0
ELLARIA,OBERYN,58.0
ROBIN,SANSA,52.0
TOMMEN,TYWIN,45.0
JANOS,JON,59.0
ARYA,BRIENNE,61.0
OBERYN,VARYS,34.0
STYR,YGRITTE,32.0
LITTLEFINGER,YOHN_ROYCE,60.0
BRONN,JAIME,284.0
HOUND,POLLIVER,29.0
MARGAERY,TOMMEN,144.0
ALLISER_THORNE,JANOS,32.0
DAENERYS,HIZDAHR,93.0
GILLY,MOLES_TOWN_WHORE,24.0
MELISANDRE,SHIREEN,33.0
BRIENNE,HOT_PIE,25.0
BRIENNE,HOUND,47.0
ANYA_WAYNWOOD,LITTLEFINGER,21.0
JON,LOCKE,21.0
MACE,TYWIN,21.0
OBERYN,OLYVAR,21.0
FARMER_HAMLET,HOUND,20.0
GILLY,LITTLE_SAM,61.0
STYR,TORMUND,20.0
CERSEI,QYBURN,173.0
DAVOS,TYCHO,18.0
ELLARIA,OLYVAR,18.0
MORGAN,OBERYN,18.0
MOUNTAIN,OBERYN,22.0
RALF,THEON,18.0
ARYA,TERNESIO_TERYS,17.0
KARL_TANNER,MEERA,17.0
STANNIS,TYCHO,17.0
DAENERYS,FENNESZ,15.0
RAMSAY,TANSY,15.0
SANSA,YOHN_ROYCE,58.0
BRIENNE,CERSEI,18.0
ELIA,OBERYN,14.0
GRENN,LOCKE,14.0
JOJEN,KARL_TANNER,14.0
JON,OLLY,61.0
MACE,OBERYN,14.0
MACE,TYRION,14.0
ARYA,FARMER_HAMLET,13.0
BRAN,LOCKE,13.0
CERSEI,MACE,45.0
CERSEI,MOUNTAIN,75.0
GRENN,JANOS,13.0
JAIME,PODRICK,44.0
JAIME,TOMMEN,54.0
DYING_MAN,HOUND,12.0
JAIME,OBERYN,12.0
JON,STANNIS,106.0
MANCE,STANNIS,26.0
PYCELLE,QYBURN,35.0
ANYA_WAYNWOOD,SANSA,11.0
DONTOS,LITTLEFINGER,11.0
ELLARIA,TYRION,18.0
FARMER_HAMLET,SALLY,11.0
JAIME,MARGAERY,19.0
JON,KARL_TANNER,11.0
ANYA_WAYNWOOD,YOHN_ROYCE,10.0
ARYA,DYING_MAN,10.0
KARL_TANNER,SISSY,10.0
MORGAN,MORGANS_FRIEND,10.0
OLLY,STYR,10.0
BRAN,THREE_EYED_RAVEN,85.0
ELLARIA,MAREI,9.0
ELLARIA,TYWIN,9.0
JANOS,SAM,17.0
JOFFREY,MACE,9.0
BALON_DWARF,ROBB_DWARF,8.0
BRONN,OBERYN,8.0
DONNEL_HILL,GRENN,8.0
EDDISON_TOLLETT,JANOS,11.0
ELLARIA,MORGAN,8.0
JAIME,MACE,16.0
JOFFREY,OBERYN,8.0
JON,MORAG,8.0
MACE,VARYS,8.0
MORGANS_FRIEND,OBERYN,8.0
ALLISER_THORNE,LOCKE,7.0
BOLTON_GUARD,YARA,7.0
BRAN,KARL_TANNER,7.0
BRAN,LEAF,26.0
CERSEI,ELLARIA,30.0
DAENERYS,MEEREEN_CHAMPION,7.0
DAVOS,JON,261.0
DONGO_THE_GIANT,MAG_THE_MIGHTY,7.0
DORNISH_LORD,TYRION,7.0
EDDISON_TOLLETT,PYP,9.0
ENDREW,JAIME,7.0
GILLY,PYP,7.0
GRENN,MAG_THE_MIGHTY,7.0
GUYMON,OLLY,7.0
HIZDAHR,HIZDAHRS_FATHER,7.0
HODOR,LOCKE,7.0
JON,SISSY,7.0
MACE,TOMMEN,9.0
MAREI,OBERYN,7.0
MOLES_TOWN_MADAM,SAM,7.0
OBERYN,PYCELLE,7.0
OBERYN,SHAE,7.0
OLLY,SAM,37.0
OLLY,YGRITTE,7.0
RENLY_DWARF,STANNIS_DWARF,7.0
ARYA,SALLY,6.0
BRIENNE,JOFFREY,6.0
BRIENNE,SANSA,120.0
CERSEI,DONTOS,6.0
DAVOS,MANCE,6.0
DAVOS,SELYSE,15.0
ELDER_MEEREEN_SLAVE,MOSSADOR,6.0
FIRST_MATE,YARA,6.0
GOATHERD,MISSANDEI,6.0
GRENN,OLLY,6.0
HOUND,LYSA,6.0
HOUND,RORGE,6.0
HOUND,SALLY,6.0
JAIME,VARYS,16.0
JOFFREY_DWARF,ROBB_DWARF,6.0
JON,STYR,6.0
MAREI,OLYVAR,6.0
MEERA,THREE_EYED_RAVEN,17.0
MORGAN,OLYVAR,6.0
MOUNTAIN,PYCELLE,6.0
MOUNTAIN,QYBURN,32.0
MYRANDA,TANSY,6.0
OBERYN,TOMMEN,6.0
ORSON,TYRION,6.0
SAM,TORMUND,36.0
TANSY,THEON,6.0
ALLISER_THORNE,EDDISON_TOLLETT,20.0
ALLISER_THORNE,TORMUND,18.0
BRIENNE,OLENNA,5.0
BRIENNE,TYRION,55.0
DAENERYS,GOATHERD,5.0
DONTOS,TYRION,5.0
EDDISON_TOLLETT,LOCKE,5.0
EDDISON_TOLLETT,MORAG,5.0
ENDREW,JOFFREY,5.0
FENNESZ,MASTER_MIGHDAL,5.0
FIRST_MATE,THEON,5.0
GRENN,MORAG,5.0
HIGH_SEPTON,TOMMEN,5.0
HIZDAHR,MANSERVANT,5.0
HOT_PIE,PODRICK,5.0
JAIME,SHAE,5.0
JANOS,OLLY,8.0
JOFFREY,POLLIVER,5.0
LHARA,SALLADHOR,5.0
LUTHOR,OLENNA,5.0
MACE,PYCELLE,15.0
MACE,SANSA,5.0
MACE,SHAE,5.0
MARGAERY,OBERYN,5.0
MOUNTAIN,TYRION,18.0
OBERYN,PODRICK,5.0
RAMSAY,WALDA,34.0
ROOSE_BOLTON,WALDA,14.0
ADRACK_HUMBLE,THEON,4.0
AXELL_FLORENT,MELISANDRE,4.0
AXELL_FLORENT,SELYSE,4.0
BALON_DWARF,JOFFREY_DWARF,4.0
BALON_DWARF,STANNIS_DWARF,4.0
BLACK_JACK,KEGS,4.0
BLACK_JACK,MULLY,4.0
BRAN,CRASTER,4.0
BRAN,RAST,4.0
BRONN,MORGAN,4.0
COOPER,GRENN,4.0
CRASTER,LOCKE,4.0
CRASTER,MORAG,4.0
CRASTER,SISSY,4.0
CRASTERS_BABY,RAST,4.0
CRASTERS_BABY,SISSY,4.0
DAARIO,MEEREEN_CHAMPION,4.0
DAENERYS,HIZDAHRS_FATHER,4.0
EDDISON_TOLLETT,SISSY,4.0
ELDER_MEEREEN_SLAVE,GREY_WORM,4.0
ELDER_MEEREEN_SLAVE,MEEREEN_SLAVE,4.0
ELIA,MOUNTAIN,4.0
ELIA,TYWIN,4.0
ELLARIA,JAIME,25.0
ELLARIA,MOUNTAIN,10.0
ELLARIA,PODRICK,4.0
GILLY,JANOS,7.0
GILLY,STYR,4.0
GILLY,YGRITTE,4.0
GRENN,SISSY,4.0
HIGH_SEPTON,JAIME,4.0
JANOS,MAESTER_AEMON,4.0
JOFFREY,JOFFREY_DWARF,4.0
JON,MAG_THE_MIGHTY,4.0
KEGS,MULLY,4.0
LEAF,MEERA,17.0
LITTLE_SAM,MOLES_TOWN_WHORE,4.0
LOCKE,RAMSAY,4.0
LORAS,OBERYN,4.0
LYSA,NED,4.0
LYSA,YOHN_ROYCE,4.0
MERYN_TRANT,ROOSE_BOLTON,4.0
MERYN_TRANT,TYWIN,4.0
MORAG,SISSY,4.0
MORGAN,TYRION,4.0
MYRANDA,YARA,4.0
OBERYN,SANSA,4.0
OLLY,OLLYS_MOTHER,4.0
PYCELLE,TOMMEN,14.0
SAM,STYR,4.0
SAM,YGRITTE,4.0
STYR,THENN_WARG,4.0
AERYS,TYRION,10.0
ALLISER_THORNE,OLLY,18.0
ALLISER_THORNE,QHORIN,3.0
ANYA_WAYNWOOD,LYSA,3.0
ARYA,PODRICK,10.0
BAELOR,TYWIN,3.0
BALON_DWARF,RENLY_DWARF,3.0
BOLTON_GUARD,FIRST_MATE,3.0
BRAN,CRASTERS_BABY,3.0
BRAN,RAMSAY,3.0
BRONN,ELLARIA,3.0
BRONN,LOLLYS,17.0
BRONN,MOUNTAIN,3.0
COOPER,DONNEL_HILL,3.0
CRASTER,JOJEN,3.0
CRASTER,MEERA,3.0
CRASTERS_BABY,MEERA,3.0
DAENERYS,MANSERVANT,3.0
DONNEL_WAYNWOOD,HOUND,3.0
DORAN,TYRION,3.0
EDDISON_TOLLETT,OLLY,13.0
ELLARIA,JOFFREY,3.0
ELLARIA,LORAS,3.0
GILLY,TORMUND,8.0
GUYMON,OLLYS_MOTHER,3.0
HODOR,LEAF,12.0
HODOR,RAST,3.0
HOSTER,LYSA,3.0
HOUND,INNKEEPER,3.0
HOUND,SYRIO_FOREL,3.0
INNKEEPER,POLLIVER,3.0
JAIME,MERYN_TRANT,3.0
JAIME,OLENNA,50.0
JOFFREY,MOUNTAIN,3.0
JOFFREY,ROBB_DWARF,3.0
JOFFREY_DWARF,SANSA,3.0
JOFFREY_DWARF,STANNIS_DWARF,3.0
JOJEN,LEAF,3.0
JOJEN,THREE_EYED_RAVEN,3.0
MAG_THE_MIGHTY,MANCE,3.0
MAG_THE_MIGHTY,SAM,3.0
MEEREEN_SLAVE,MOSSADOR,3.0
MOLES_TOWN_MADAM,MOLES_TOWN_WHORE,3.0
OLENNA,TOMMEN,6.0
OLLY,PYP,3.0
OLLY,TORMUND,8.0
PODRICK,TYWIN,3.0
PYP,TORMUND,3.0
STANNIS,TOMMEN,3.0
THENN_WARG,TORMUND,3.0
THENN_WARG,YGRITTE,3.0
VANCE_CORBRAY,YOHN_ROYCE,3.0
ADRACK_HUMBLE,RALF,2.0
AERYS,CERSEI,7.0
ALLISER_THORNE,CRASTER,2.0
ALLISER_THORNE,YGRITTE,2.0
ANYA_WAYNWOOD,ROBIN,2.0
ANYA_WAYNWOOD,VANCE_CORBRAY,2.0
ARYA,DONNEL_WAYNWOOD,2.0
ARYA,INNKEEPER,2.0
ARYA,INNKEEPERS_DAUGHTER,2.0
ARYA,LYSA,2.0
ARYA,TOMMY,2.0
AXELL_FLORENT,DAVOS,2.0
AXELL_FLORENT,STANNIS,2.0
BAELOR,HIGH_SEPTON,2.0
BAELOR,TYRION,2.0
BALON_DWARF,JOFFREY,2.0
BARRISTAN,GOATHERD,2.0
BITER,HOUND,2.0
BOROS,JAIME,2.0
BRIENNE,BRONN,12.0
BRIENNE,NED,2.0
BRONN,FALYSE,4.0
BRONN,MORGANS_FRIEND,2.0
CERSEI,ELIA,2.0
CERSEI,FOOL,2.0
CERSEI,JOFFREY_DWARF,2.0
CERSEI,ROBB_DWARF,2.0
CRASTER,CRASTERS_BABY,2.0
CRASTER,HODOR,2.0
CRASTERS_BABY,HODOR,2.0
CRASTERS_BABY,JOJEN,2.0
CRASTERS_BABY,KARL_TANNER,2.0
CRASTERS_BABY,NIGHT_KING,2.0
CRASTERS_BABY,WHITE_WALKER,2.0
DAENERYS,MASTER_MIGHDAL,2.0
DAENERYS,RHAEGAR,2.0
DAVOS,EDDISON_TOLLETT,34.0
DAVOS,GRENN,2.0
DAVOS,MAESTER_AEMON,2.0
DAVOS,SAM,18.0
DONGO_THE_GIANT,JON,2.0
DONNEL_HILL,MAG_THE_MIGHTY,2.0
DORAN,OBERYN,10.0
DORNISH_LORD,OBERYN,2.0
DROGO,RHAEGAR,2.0
EDDISON_TOLLETT,MAESTER_AEMON,2.0
EDDISON_TOLLETT,MELISANDRE,13.0
EDDISON_TOLLETT,SELYSE,2.0
EDDISON_TOLLETT,SHIREEN,2.0
EDDISON_TOLLETT,STANNIS,6.0
ELLARIA,MACE,2.0
ELLARIA,MARGAERY,2.0
ELLARIA,MORGANS_FRIEND,2.0
ELLARIA,SANSA,2.0
ELLARIA,VARYS,5.0
FENNESZ,MISSANDEI,2.0
FOOL,JOFFREY,2.0
FOOL,TYWIN,2.0
GILLY,MOLES_TOWN_MADAM,2.0
GOATHERD,GOATHERDS_SON,2.0
GOATHERD,GREY_WORM,2.0
GOATHERD,JORAH,2.0
GRENN,MAESTER_AEMON,2.0
GRENN,MELISANDRE,2.0
GRENN,SELYSE,2.0
GRENN,SHIREEN,2.0
GRENN,STANNIS,2.0
GRENN,YGRITTE,2.0
GREY_WORM,MOSSADOR,5.0
GUYMON,STYR,2.0
GUYMON,YGRITTE,2.0
HIGH_SEPTON,MACE,7.0
HIZDAHR,JORAH,6.0
HODOR,NED,5.0
HODOR,THREE_EYED_RAVEN,17.0
HOSTER,JON_ARRYN,2.0
HOSTER,LITTLEFINGER,2.0
HOUND,INNKEEPERS_DAUGHTER,2.0
HOUND,LOMMY,2.0
HOUND,TOMMY,2.0
HOUND,VARYS,5.0
INNKEEPER,TOMMY,2.0
JAIME,JOANNA,2.0
JANOS,LITTLE_SAM,2.0
JANOS,LOCKE,2.0
JANOS,OTHELL_YARWYCK,2.0
JANOS,PYP,2.0
JOFFREY,LYSA,2.0
JOFFREY,RENLY_DWARF,2.0
JOFFREY,STANNIS_DWARF,2.0
JOFFREY_DWARF,MARGAERY,2.0
JOFFREY_DWARF,RENLY_DWARF,2.0
JOFFREY_DWARF,TYRION,2.0
JOJEN,LOCKE,2.0
JOJEN,RAST,2.0
JON,MELISANDRE,99.0
JON,SELYSE,8.0
JON,SHIREEN,4.0
JORAH,MEEREEN_CHAMPION,2.0
LEAF,THREE_EYED_RAVEN,10.0
LITTLE_SAM,MOLES_TOWN_MADAM,2.0
LITTLE_SAM,PYP,2.0
LITTLEFINGER,VANCE_CORBRAY,2.0
LOCKE,MEERA,2.0
LOCKE,MORAG,2.0
LOCKE,RAST,2.0
LOCKE,SAM,2.0
LOCKE,SISSY,2.0
LOLLYS,TYRION,2.0
LORAS,RENLY_DWARF,2.0
LORAS,STANNIS_DWARF,2.0
LUTHOR,VIOLA,2.0
MACE,MOUNTAIN,2.0
MACE,PODRICK,2.0
MAESTER_AEMON,MELISANDRE,2.0
MAESTER_AEMON,OLLY,2.0
MAESTER_AEMON,SELYSE,2.0
MAESTER_AEMON,SHIREEN,2.0
MAESTER_AEMON,STANNIS,2.0
MAREI,MORGAN,2.0
MAREI,SHAE,2.0
MARGAERY,ROBB_DWARF,2.0
MEERA,NED,4.0
MEERA,RAST,2.0
MELISANDRE,SAM,7.0
MERYN_TRANT,THEON,2.0
MISSANDEI,ZALA,2.0
MOLES_TOWN_WHORE,SAM,2.0
MORGANS_FRIEND,TYRION,2.0
MOUNTAIN,SHAE,2.0
MUSICIAN,OLENNA,2.0
MYRCELLA,OBERYN,4.0
NED,YOHN_ROYCE,2.0
NIGHT_KING,WHITE_WALKER,2.0
OLENNA,VIOLA,2.0
OLLYS_MOTHER,STYR,2.0
OLLYS_MOTHER,TORMUND,2.0
OLLYS_MOTHER,YGRITTE,2.0
ORYS,ORYS_BROTHER,2.0
ORYS,TYWIN,2.0
ORYS_BROTHER,TYWIN,2.0
POLLIVER,TOMMY,2.0
RALF,ROOSE_BOLTON,2.0
RAMSAY,RICKON,15.0
RENLY_DWARF,ROBB_DWARF,2.0
ROBB_DWARF,SANSA,2.0
ROBB_DWARF,TYRION,2.0
SAM,SELYSE,7.0
SAM,SHIREEN,6.0
SAM,STANNIS,28.0
SANSA,VANCE_CORBRAY,2.0
SANSA,WAYMAR_ROYCE,2.0
TOMMEN,TYCHO,2.0
TOMMEN,VARYS,2.0
TYCHO,TYWIN,5.0
JORAH,TYRION,168.0
DAENERYS,TYRION,468.0
CERSEI,HIGH_SPARROW,111.0
SANSA,THEON,117.0
JAIME,MYRCELLA,62.0
MYRANDA,SANSA,58.0
RAMSAY,SANSA,91.0
ARYA,WAIF,96.0
BRONN,TYENE,34.0
DORAN,ELLARIA,41.0
JAQEN,WAIF,52.0
HIGH_SPARROW,OLENNA,34.0
DAENERYS,MOSSADOR,28.0
JON,KARSI,28.0
AREO,DORAN,30.0
DAARIO,TYRION,27.0
DAARIO,HIZDAHR,24.0
DORAN,JAIME,24.0
LITTLEFINGER,ROOSE_BOLTON,22.0
CERSEI,KEVAN,39.0
HIGH_SPARROW,LORAS,43.0
CERSEI,MAGGY,20.0
AREO,BRONN,19.0
KARSI,TORMUND,19.0
TYCHO,MACE,19.0
