Source,Target,Weight
ARYA,RIVERLANDS_LORD,2
ARYA,ROBIN,2
ARYA,VALE_LORD,2
BERIC,GILLY,2
BERIC,NIGHT_KING,2
BERIC,PODRICK,2
BERIC,QHONO,2
BERIC,TEELA,2
BERIC,YOHN_ROYCE,2
BRAN,DORNISH_PRINCE,2
BRAN,EDMURE,2
BRAN,IRONBORN_LORD,2
BRAN,RIVERLANDS_LORD,2
BRAN,ROBIN,2
BRAN,VALE_LORD,2
BRAN,YARA,2
BRIENNE,CATELYN,2
BRIENNE,DORNISH_PRINCE,2
BRIENNE,EDMURE,2
BRIENNE,IRONBORN_LORD,2
BRIENNE,RIVERLANDS_LORD,2
BRIENNE,ROBIN,2
BRIENNE,THEON,2
BRIENNE,VALE_LORD,2
BRIENNE,YARA,2
BRONN,DAENERYS,2
BRONN,JOFFREY,2
CERSEI,CERSEIS_BABY,2
CERSEI,ROBERT,2
CERSEIS_BABY,JAIME,2
CERSEIS_BABY,TYRION,2
CRAYAH,WILLIAM,2
DAENERYS,DICKON,2
DAENERYS,EDDISON_TOLLETT,2
DAENERYS,LYANNA,2
DAENERYS,NED_UMBER,2
DAENERYS,ROBERT,2
DAENERYS,TYWIN,2
DAVOS,DORNISH_PRINCE,2
DAVOS,EDDISON_TOLLETT,2
DAVOS,EDMURE,2
DAVOS,HARRY,2
DAVOS,IRONBORN_LORD,2
DAVOS,RIVERLANDS_LORD,2
DAVOS,ROBIN,2
DAVOS,VALE_LORD,2
DAVOS,YARA,2
DICKON,RANDYLL,2
DICKON,SAM,2
DORNISH_PRINCE,EDMURE,2
DORNISH_PRINCE,GENDRY,2
DORNISH_PRINCE,GREY_WORM,2
DORNISH_PRINCE,IRONBORN_LORD,2
DORNISH_PRINCE,MAESTER_WOLKAN,2
DORNISH_PRINCE,RIVERLANDS_LORD,2
DORNISH_PRINCE,SAM,2
DORNISH_PRINCE,SANSA,2
DORNISH_PRINCE,TYRION,2
DORNISH_PRINCE,VALE_LORD,2
DORNISH_PRINCE,YOHN_ROYCE,2
EDDISON_TOLLETT,GILLY,2
EDDISON_TOLLETT,LYANNA_MORMONT,2
EDDISON_TOLLETT,NED_UMBER,2
EDDISON_TOLLETT,SANSA,2
EDDISON_TOLLETT,TEELA,2
EDMURE,GENDRY,2
EDMURE,GREY_WORM,2
EDMURE,IRONBORN_LORD,2
EDMURE,VALE_LORD,2
EDMURE,YARA,2
EURON,GREY_WORM,2
EURON,THEON,2
EURON,VARYS,2
GENDRY,IRONBORN_LORD,2
GENDRY,LYANNA_MORMONT,2
GENDRY,MAESTER_WOLKAN,2
GENDRY,QHONO,2
GENDRY,RIVERLANDS_LORD,2
GENDRY,ROBIN,2
GENDRY,YARA,2
GILLY,PODRICK,2
GILLY,TEELA,2
GREY_WORM,HARRY,2
GREY_WORM,IRONBORN_LORD,2
GREY_WORM,RIVERLANDS_LORD,2
GREY_WORM,ROBIN,2
GREY_WORM,VALE_LORD,2
HARRY,JON,2
HOUND,TYRION,2
HOUND,WILLA,2
IRONBORN_LORD,MAESTER_WOLKAN,2
IRONBORN_LORD,RIVERLANDS_LORD,2
IRONBORN_LORD,ROBIN,2
IRONBORN_LORD,SAM,2
IRONBORN_LORD,SANSA,2
IRONBORN_LORD,TYRION,2
IRONBORN_LORD,YOHN_ROYCE,2
JAIME,MAESTER_WOLKAN,2
JAIME,QYBURN,2
JAIME,THEON,2
JAIME,TYWIN,2
JOFFREY,SANSA,2
JON,PODRICK,2
JON,TEELA,2
JON,UNSULLIED_CAPTAIN,2
LITTLE_SAM,MISSANDEI,2
LITTLE_SAM,PODRICK,2
LITTLE_SAM,SAM,2
LITTLEFINGER,RAMSAY,2
LYANNA,ROBERT,2
LYANNA,SAM,2
MAESTER_WOLKAN,YARA,2
MELISANDRE,QHONO,2
MISSANDEI,MAESTER_WOLKAN,2
MISSANDEI,PODRICK,2
MISSANDEI,QHONO,2
MISSANDEI,YOHN_ROYCE,2
MOUNTAIN,VARYS,2
NED,ROBERT,2
NED,VARYS,2
NED_UMBER,TORMUND,2
PODRICK,SANSA,2
PODRICK,THEON,2
PODRICK,VARYS,2
QHONO,MAESTER_WOLKAN,2
QHONO,THEON,2
QHONO,YOHN_ROYCE,2
RHAEGAR,SAM,2
RIVERLANDS_LORD,MAESTER_WOLKAN,2
RIVERLANDS_LORD,ROBIN,2
RIVERLANDS_LORD,SAM,2
RIVERLANDS_LORD,SANSA,2
RIVERLANDS_LORD,TYRION,2
RIVERLANDS_LORD,VALE_LORD,2
RIVERLANDS_LORD,YARA,2
ROBERT,SAM,2
ROBIN,TYRION,2
ROBIN,VALE_LORD,2
ROBIN,YARA,2
SAM,TEELA,2
SAM,VALE_LORD,2
SAM,YARA,2
SANSA,SARRA,2
SANSA,VALE_LORD,2
SANSA,WILLA,2
SARRA,TORMUND,2
SARRA,WILLA,2
TEELA,TORMUND,2
THEON,MAESTER_WOLKAN,2
THEON,YOHN_ROYCE,2
TORMUND,YOHN_ROYCE,2
TYRION,VALE_LORD,2
TYRION,YARA,2
VALE_LORD,MAESTER_WOLKAN,2
VALE_LORD,YARA,2
VALE_LORD,YOHN_ROYCE,2
YARA,YOHN_ROYCE,2
