Source,Target,Weight
GENDRY,JORAH,13
DAVOS,THEON,12
JON,THOROS,12
PODRICK,TYRION,12
AERYS,DAENERYS,11
BERIC,GENDRY,11
BRONN,DICKON,11
LITTLEFINGER,MAESTER_WOLKAN,11
LITTLEFINGER,YOHN_ROYCE,11
LYANNA_MORMONT,ROBETT,11
THOROS,TORMUND,11
BRIENNE,JAIME,10
DAENERYS,DICKON,10
DAENERYS,NIGHT_KING,10
DAVOS,VARYS,10
MISSANDEI,THEON,10
MOUNTAIN,TYRION,10
THEON,TYRION,10
TYRION,TYWIN,10
ARYA,JON,9
BRIENNE,JON,9
CERSEI,SANSA,9
DAVOS,SANSA,9
EURON,MOUNTAIN,9
HOUND,TYRION,9
NYMERIA,OBARA,9
ARYA,NED,8
BERIC,NIGHT_KING,8
BRAN,JON,8
BRONN,DAENERYS,8
BRONN,PODRICK,8
BRONN,RANDYLL,8
ELLARIA,THEON,8
EURON,TYRION,8
JON,ROBETT,8
ROBETT,YOHN_ROYCE,8
BENJEN,JON,7
BRAN,LYANNA,7
BRAN,MAESTER_WOLKAN,7
CERSEI,JOFFREY,7
DAENERYS,EURON,7
DAENERYS,THEON,7
DAVOS,TORMUND,7
ELLARIA,TYRION,7
JORAH,MISSANDEI,7
JORAH,THEON,7
LYANNA,RHAEGAR,7
LYANNA_MORMONT,SANSA,7
OBARA,TYENE,7
PODRICK,SANSA,7
RANDYLL,TYRION,7
ROBETT,SANSA,7
ARYA,JOFFREY,6
ARYA,YOHN_ROYCE,6
BRIENNE,TORMUND,6
CERSEI,RANDYLL,6
DAENERYS,HOUND,6
ELLARIA,MOUNTAIN,6
ELLARIA,QYBURN,6
EURON,TYENE,6
GENDRY,ROBERT,6
GILLY,LITTLE_SAM,6
JAIME,JON,6
JOFFREY,SANSA,6
JON,LYANNA_MORMONT,6
JORAH,VARYS,6
LITTLE_SAM,SAM,6
LITTLEFINGER,ROBETT,6
LYANNA_MORMONT,YOHN_ROYCE,6
NIGHT_KING,TORMUND,6
THEON,VARYS,6
TYENE,YARA,6
AERYS,CERSEI,5
AERYS,JON,5
ALYS,NED_UMBER,5
ARYA,CATELYN,5
ARYA,CERSEI,5
ARYA,MAESTER_WOLKAN,5
ARYA,PODRICK,5
BRIENNE,BRONN,5
BRONN,CERSEI,5
CERSEI,NED,5
CERSEI,OLENNA,5
DAENERYS,TORMUND,5
DAVOS,HOUND,5
ELLARIA,EURON,5
EURON,JON,5
HOUND,MOUNTAIN,5
HOUND,NIGHT_KING,5
JOFFREY,NED,5
JOFFREY,TYWIN,5
JON,MAESTER_WOLKAN,5
JON,MOUNTAIN,5
JON,PODRICK,5
JON,YOHN_ROYCE,5
LITTLEFINGER,PODRICK,5
NED,ROBB,5
QYBURN,TYENE,5
AERYS,TYRION,4
ARYA,ROBETT,4
BERIC,DAENERYS,4
BRAN,EDDISON_TOLLETT,4
BRAN,NED,4
BRAN,RHAEGAR,4
BRIENNE,CERSEI,4
BRIENNE,DAVOS,4
BRIENNE,LYANNA_MORMONT,4
BRIENNE,ROBETT,4
BRIENNE,TYRION,4
BRIENNE,YOHN_ROYCE,4
CATELYN,LITTLEFINGER,4
CERSEI,DAVOS,4
CERSEI,HOUND,4
CERSEI,MYRCELLA,4
CERSEI,THEON,4
DAVOS,LITTLEFINGER,4
DAVOS,PODRICK,4
DICKON,TYRION,4
EDDISON_TOLLETT,MEERA,4
ELLARIA,OBARA,4
EURON,NYMERIA,4
EURON,OBARA,4
EURON,QYBURN,4
GENDRY,TYRION,4
GREY_WORM,THEON,4
HOUND,THEON,4
JAIME,TYWIN,4
JEOR,JON,4
JEOR,JORAH,4
JEOR,SAM,4
JOFFREY,TYRION,4
JON,LYANNA,4
JON,MELISANDRE,4
JON,NED_UMBER,4
JON,QYBURN,4
JORAH,NIGHT_KING,4
LITTLEFINGER,LYANNA_MORMONT,4
LITTLEFINGER,NED,4
LYANNA,NED,4
LYSA,SANSA,4
MAESTER_WOLKAN,YOHN_ROYCE,4
MELISANDRE,TYRION,4
MOUNTAIN,OBERYN,4
MOUNTAIN,TYENE,4
NYMERIA,TYENE,4
NYMERIA,YARA,4
OBARA,YARA,4
OLENNA,RANDYLL,4
OLENNA,TYRION,4
PODRICK,TORMUND,4
QYBURN,TYRION,4
ROBB,SANSA,4
AEGON,DAENERYS,3
AERYS,VARYS,3
ALYS,JON,3
ARYA,LYANNA_MORMONT,3
ARYA,ROBB,3
ARYA,ROBERT,3
BALERION,QYBURN,3
BERIC,DAVOS,3
BRAN,DAENERYS,3
BRAN,YOHN_ROYCE,3
BRIENNE,MOUNTAIN,3
BRIENNE,QYBURN,3
BRIENNE,THEON,3
BRONN,DAVOS,3
BRONN,HOUND,3
BRONN,JON,3
BRONN,VARYS,3
CATELYN,SANSA,3
CERSEI,OBERYN,3
DAENERYS,ELLARIA,3
DAENERYS,NED,3
DAENERYS,VISERYS,3
DAENERYS,YARA,3
DAVOS,EURON,3
DAVOS,JAIME,3
DAVOS,LYANNA_MORMONT,3
DAVOS,NIGHT_KING,3
DAVOS,ROBERT,3
ELLARIA,OLENNA,3
ELLARIA,VARYS,3
HARRAG,YARA,3
HOUND,JAIME,3
HOUND,PODRICK,3
HOUND,QYBURN,3
HOUND,VARYS,3
JAIME,JOFFREY,3
JAIME,TOMMEN,3
JOFFREY,OLENNA,3
JON,SAM,3
LITTLEFINGER,MEERA,3
LITTLEFINGER,TORMUND,3
MOUNTAIN,THEON,3
NED,ROBERT,3
RAMSAY,SANSA,3
ROBERT,VARYS,3
SANSA,TORMUND,3
SANSA,TYRION,3
THEON,TYENE,3
TYCHO,TYWIN,3
TYRION,YARA,3
AERYS,NED,2
AERYS,OLENNA,2
AERYS,SANSA,2
ARYA,WALDER,2
BALERION,CERSEI,2
BERIC,NED,2
BRAN,BRIENNE,2
BRAN,NIGHT_KING,2
BRAN,PODRICK,2
BRAN,TYRION,2
BRIENNE,EURON,2
BRIENNE,HOT_PIE,2
BRIENNE,JORAH,2
BRIENNE,QHONO,2
BRIENNE,VARYS,2
BRONN,GREY_WORM,2
BRONN,JORAH,2
BRONN,OLENNA,2
BRONN,THEON,2
CATELYN,TYRION,2
CERSEI,LITTLEFINGER,2
CERSEI,NIGHT_KING,2
CERSEI,ROBB,2
CERSEI,VARYS,2
CERSEI,YARA,2
DAENERYS,DROGO,2
DAENERYS,GENDRY,2
DAENERYS,LITTLEFINGER,2
DAENERYS,MOUNTAIN,2
DAENERYS,QYBURN,2
DAENERYS,ROBERT,2
DAENERYS,TYWIN,2
DAVOS,GREY_WORM,2
DAVOS,MOUNTAIN,2
DAVOS,QYBURN,2
DAVOS,ROBETT,2
DAVOS,YOHN_ROYCE,2
DICKON,OLENNA,2
DICKON,SAM,2
DROGO,JON,2
DROGO,JORAH,2
ELLARIA,GREY_WORM,2
ELLARIA,JAIME,2
ELLARIA,MISSANDEI,2
ELLARIA,NYMERIA,2
ELLARIA,OBERYN,2
EURON,HOUND,2
GENDRY,MELISANDRE,2
GREY_WORM,JAIME,2
GREY_WORM,JON,2
GREY_WORM,JORAH,2
GREY_WORM,MELISANDRE,2
GREY_WORM,OLENNA,2
GREY_WORM,YARA,2
HIGH_SEPTON,SAM,2
HOT_PIE,JON,2
HOUND,MISSANDEI,2
HOUND,QHONO,2
HOUND,WHITE_WALKER,2
HOWLAND,MEERA,2
JAIME,SANSA,2
JAIME,THEON,2
JAIME,TYENE,2
JEOR,TYRION,2
JOANNA,TYWIN,2
JOFFREY,ROBB,2
JOFFREY,ROBERT,2
JOFFREY,TOMMEN,2
JON,ROBB,2
JON,WHITE_WALKER,2
JON_ARRYN,LYSA,2
JON_ARRYN,SANSA,2
JORAH,PODRICK,2
JORAH,WHITE_WALKER,2
LYANNA_MORMONT,PODRICK,2
LYANNA_MORMONT,TORMUND,2
MARGAERY,OLENNA,2
MARWYN,MAESTER_WOLKAN,2
MARWYN,ROBERT,2
MARWYN,SHIREEN,2
MEERA,NED,2
MELISANDRE,MISSANDEI,2
MELISANDRE,THOROS,2
MISSANDEI,OLENNA,2
MISSANDEI,YARA,2
MOUNTAIN,MYRCELLA,2
MOUNTAIN,RANDYLL,2
MYRCELLA,OBERYN,2
NED,TYRION,2
NIGHT_KING,TYRION,2
NYMERIA,THEON,2
OBARA,THEON,2
OLENNA,THEON,2
OLENNA,VARYS,2
OLENNA,YARA,2
PODRICK,QHONO,2
PODRICK,ROBETT,2
PODRICK,THEON,2
PODRICK,VARYS,2
PODRICK,YOHN_ROYCE,2
QHONO,TYRION,2
QYBURN,RANDYLL,2
QYBURN,THEON,2
RHAEGAR,ROBERT,2
ROBB,ROBERT,2
ROBERT,SAM,2
ROBERT,SANSA,2
ROBETT,TORMUND,2
SAM,STANNIS,2
TORMUND,WHITE_WALKER,2
TORMUND,YOHN_ROYCE,2
VARYS,YARA,2
